,location,total_sqft,bath,price,bhk
10617,Electronic City Phase II,1800.0,3.0,92.0,3
10618,other,925.0,2.0,100.0,2
10619,Kanakpura Road,1167.0,2.0,63.0,2
10620,Sarjapur,1150.0,2.0,41.0,2
10621,other,650.0,1.0,50.0,1
10622,Sarjapur  Road,675.0,1.0,27.0,1
10623,other,2260.0,3.0,90.0,2
10624,other,720.0,1.0,32.39,1
10625,Whitefield,4800.0,4.0,600.0,3
10626,Yelahanka New Town,1100.0,2.0,58.0,2
10627,other,550.0,1.0,20.0,2
10628,Uttarahalli,1330.0,2.0,58.0,3
10629,Koramangala,1320.0,2.0,160.0,2
10630,Ulsoor,1685.0,4.0,185.0,3
10631,other,2400.0,5.0,75.0,6
10632,Banashankari,1770.0,3.0,108.0,3
10633,Prithvi Layout,2100.0,3.0,125.0,3
10634,Pai Layout,1000.0,2.0,42.0,2
10635,Banashankari Stage VI,600.0,5.0,105.0,4
10636,Ramamurthy Nagar,2916.0,5.0,230.0,4
10637,Kanakpura Road,1419.59,2.0,65.0,3
10638,Kodihalli,1400.0,3.0,81.0,3
10639,Horamavu Agara,750.0,2.0,37.49,2
10640,Bannerghatta,1070.0,2.0,87.0,2
10641,Kannamangala,1536.0,3.0,107.0,3
10642,Koramangala,1710.0,3.0,210.0,3
10643,JP Nagar,2400.0,3.0,196.0,3
10644,Sarjapur  Road,1773.5,2.0,102.92,3
10645,Electronic City,1342.0,2.0,72.0,2
10646,other,1600.0,3.0,130.0,3
10647,Kanakapura,938.0,1.0,50.0,1
10648,Budigere,1820.0,3.0,99.0,3
10649,Bhoganhalli,2439.0,4.0,170.0,4
10650,Kanakpura Road,1665.0,3.0,78.0,3
10651,Basavangudi,1850.0,3.0,150.0,3
10652,Bommanahalli,1091.0,2.0,40.0,2
10653,Sarjapur  Road,1346.0,2.0,74.03,2
10654,Rajaji Nagar,1720.0,3.0,224.0,3
10655,Brookefield,3675.0,4.0,176.0,4
10656,JP Nagar,1060.0,2.0,33.95,2
10657,Whitefield,1059.0,2.0,57.0,2
10658,Hebbal,1299.0,2.0,97.0,2
10659,Yelahanka,1491.0,3.0,85.0,3
10660,Basaveshwara Nagar,1200.0,2.0,85.0,2
10661,Yelahanka,2088.0,5.0,110.0,4
10662,Hulimavu,581.0,1.0,29.0,1
10663,other,1296.0,2.0,70.0,2
10664,other,1125.0,2.0,55.0,2
10665,Electronic City,1275.0,3.0,70.0,3
10666,Kothanur,1095.0,2.0,55.0,2
10667,Sarjapur  Road,10000.0,4.0,975.0,5
10668,Old Madras Road,1330.0,2.0,74.0,2
10669,Marathahalli,1135.0,2.0,60.0,2
10670,Whitefield,516.0,1.0,39.0,1
10671,other,1194.0,2.0,51.0,2
10672,Banaswadi,2250.0,5.0,240.0,5
10673,Electronic City,770.0,1.0,38.0,2
10674,Sarjapur  Road,3930.0,5.0,330.0,4
10675,Chikkalasandra,1355.0,3.0,54.2,3
10676,Abbigere,3000.0,8.0,150.0,8
10677,Harlur,2569.0,4.0,175.0,4
10678,Hebbal,3758.0,4.0,450.0,4
10679,Whitefield,1116.0,2.0,51.91,2
10680,Bhoganhalli,1707.0,3.0,115.0,3
10681,other,1200.0,5.0,225.0,5
10682,Sultan Palaya,1070.0,2.0,49.0,2
10683,Whitefield,6000.0,4.0,410.0,4
10684,Tumkur Road,1240.0,2.0,83.0,3
10685,JP Nagar,1300.0,2.0,91.65,2
10686,Ambalipura,1700.0,2.0,76.0,2
10687,Yeshwanthpur,1383.0,2.0,76.18,3
10688,other,3000.0,4.0,170.0,5
10689,Electronic City,1200.0,2.0,34.65,2
10690,Hulimavu,935.0,2.0,45.0,2
10691,Thigalarapalya,2072.0,4.0,151.0,3
10692,other,2200.0,3.0,225.0,4
10693,Jalahalli,615.0,1.0,46.0,1
10694,KR Puram,1116.0,2.0,45.0,2
10695,Whitefield,1639.0,3.0,107.0,3
10696,Marathahalli,1839.0,3.0,130.0,3
10697,other,1300.0,2.0,63.0,2
10698,Horamavu Agara,625.0,1.0,27.0,1
10699,Thanisandra,933.0,1.0,61.0,1
10700,Hosur Road,2289.0,3.0,180.0,3
10701,Ramamurthy Nagar,2316.0,3.0,125.0,3
10702,Electronic City,1005.0,2.0,39.77,2
10703,Horamavu Agara,1080.0,2.0,38.0,2
10704,Munnekollal,1200.0,5.0,185.0,7
10705,Vishwapriya Layout,910.0,2.0,36.0,2
10706,Hormavu,1200.0,2.0,73.0,2
10707,Electronic City,1110.0,2.0,39.9,2
10708,Kothanur,1142.0,2.0,56.0,2
10709,2nd Stage Nagarbhavi,4000.0,4.0,240.0,5
10710,Hormavu,1800.0,3.0,204.0,3
10711,AECS Layout,1005.0,2.0,55.0,2
10712,other,1626.6,3.0,133.0,3
10713,Kothanur,1074.0,2.0,54.0,2
10714,Basavangudi,1230.0,2.0,80.0,2
10715,Electronic City,660.0,1.0,23.0,2
10716,other,1007.0,2.0,48.0,2
10717,other,1050.0,6.0,74.0,4
10718,Whitefield,1820.0,3.0,113.0,3
10719,Basapura,1100.0,2.0,60.0,2
10720,other,1348.0,2.0,100.0,2
10721,Kasavanhalli,1230.0,2.0,66.25,2
10722,Horamavu Agara,1176.0,2.0,37.62,3
10723,Uttarahalli,1590.0,3.0,57.0,3
10724,Frazer Town,1200.0,2.0,78.0,2
10725,other,1298.0,2.0,65.0,2
10726,Hosa Road,1161.0,2.0,55.15,2
10727,other,1350.0,4.0,175.0,4
10728,other,1200.0,5.0,138.0,5
10729,Kothanur,1285.0,2.0,60.0,2
10730,Electronic City,1644.0,3.0,92.59,3
10731,Kasavanhalli,1819.0,3.0,150.0,3
10732,1st Phase JP Nagar,1205.0,2.0,85.0,2
10733,Basavangudi,2350.0,3.0,300.0,3
10734,Uttarahalli,1050.0,2.0,42.0,2
10735,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
10736,9th Phase JP Nagar,1240.0,2.0,39.89,3
10737,Jigani,1221.0,3.0,70.0,3
10738,other,840.0,2.0,35.0,3
10739,Kanakpura Road,1339.0,2.0,63.0,2
10740,Thigalarapalya,4303.0,5.0,300.0,4
10741,Haralur Road,1315.0,2.0,85.0,2
10742,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
10743,Bisuvanahalli,850.0,2.0,27.0,2
10744,7th Phase JP Nagar,1600.0,2.0,110.0,3
10745,Electronic City,1250.0,2.0,62.0,2
10746,other,1312.0,2.0,56.5,3
10747,Kadugodi,3000.0,4.0,134.0,4
10748,Electronic City Phase II,1300.0,2.0,28.0,2
10749,Whitefield,1990.0,3.0,98.0,3
10750,other,760.0,2.0,38.5,2
10751,Ambedkar Nagar,5000.0,4.0,536.0,4
10752,Kadugodi,1614.0,2.0,59.0,3
10753,Judicial Layout,1500.0,3.0,162.0,4
10754,other,1182.0,2.0,60.1,3
10755,other,1053.0,2.0,46.29,2
10756,6th Phase JP Nagar,750.0,1.0,105.0,1
10757,Gubbalala,2000.0,3.0,125.0,3
10758,Electronic City Phase II,1940.0,4.0,116.0,3
10759,Hennur Road,1590.0,3.0,105.0,3
10760,other,1035.0,2.0,52.79,2
10761,Kothanur,1075.0,2.0,53.0,2
10762,TC Palaya,900.0,2.0,55.0,2
10763,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
10764,other,1200.0,5.0,260.0,6
10765,Thanisandra,1702.0,3.0,107.0,3
10766,Bisuvanahalli,1080.0,2.0,65.0,3
10767,Kasavanhalli,1189.0,2.0,45.0,2
10768,Tumkur Road,1035.0,2.0,39.0,2
10769,Hennur Road,1200.0,2.0,36.0,2
10770,Mahalakshmi Layout,4482.0,6.0,852.0,8
10771,other,1200.0,3.0,200.0,3
10772,Kanakpura Road,1300.0,3.0,69.0,3
10773,Yelahanka,1330.0,2.0,93.65,2
10774,Kaggalipura,1210.0,2.0,65.0,3
10775,Chikkalasandra,1350.0,2.0,54.2,3
10776,Kaval Byrasandra,1900.0,2.0,65.0,3
10777,Ambedkar Nagar,1935.0,4.0,125.0,3
10778,other,1410.0,3.0,90.0,3
10779,Narayanapura,1469.0,2.0,99.14,2
10780,Varthur,986.0,2.0,30.0,2
10781,other,1460.0,2.0,87.0,3
10782,other,1260.0,2.0,85.05,3
10783,Chandapura,1345.0,2.0,39.5,3
10784,Panathur,980.0,2.0,57.0,2
10785,Kudlu Gate,1164.0,2.0,75.0,2
10786,Subramanyapura,929.0,1.0,51.0,2
10787,Kundalahalli,1065.0,2.0,70.0,2
10788,Budigere,1172.0,2.0,56.725,2
10789,other,3000.0,3.0,265.0,3
10790,Electronic City,1020.0,2.0,30.27,2
10791,Gunjur,1362.0,3.0,62.63,3
10792,Yeshwanthpur,672.0,1.0,36.85,1
10793,Brookefield,1746.0,3.0,115.0,3
10794,Electronic City,1025.0,2.0,29.6,2
10795,Harlur,1532.0,2.0,65.0,2
10796,other,1200.0,2.0,120.0,3
10797,Ganga Nagar,1250.0,2.0,65.0,2
10798,Thanisandra,1188.0,2.0,39.0,2
10799,Whitefield,3565.0,4.0,218.0,4
10800,Marathahalli,1170.0,2.0,85.0,2
10801,other,1800.0,3.0,150.0,3
10802,other,1000.0,2.0,35.0,2
10803,Cooke Town,2600.0,3.0,375.0,3
10804,Nagarbhavi,1200.0,4.0,240.0,5
10805,Kasturi Nagar,2507.0,4.0,155.0,4
10806,Babusapalaya,1061.0,2.0,34.0,2
10807,KR Puram,1290.0,2.0,69.0,2
10808,Sarjapur,1200.0,2.0,42.6,2
10809,Bharathi Nagar,1120.0,2.0,39.29,2
10810,Electronic City,418.0,1.0,12.0,1
10811,Sarjapur,1333.0,3.0,50.0,3
10812,Sarjapur  Road,1691.0,3.0,119.0,3
10813,Thanisandra,747.0,1.0,34.355,1
10814,Koramangala,1700.0,3.0,250.0,3
10815,Thanisandra,2030.0,4.0,125.0,3
10816,Balagere,1012.0,2.0,70.0,2
10817,Kudlu,1245.0,2.0,60.0,3
10818,7th Phase JP Nagar,1765.0,3.0,118.0,3
10819,Gottigere,1110.0,2.0,36.25,2
10820,other,967.0,2.0,47.8,2
10821,Sarjapur,1044.0,2.0,36.0,2
10822,Brookefield,1518.0,3.0,80.0,3
10823,KR Puram,1300.0,2.0,57.0,3
10824,other,1798.0,3.0,73.0,3
10825,KR Puram,866.28,2.0,36.38,2
10826,Whitefield,3410.0,5.0,253.0,4
10827,Singasandra,1179.0,2.0,56.0,2
10828,Rajaji Nagar,3600.0,5.0,510.0,5
10829,Uttarahalli,1125.0,2.0,48.0,2
10830,other,2098.0,3.0,210.0,3
10831,other,2400.0,3.0,270.0,3
10832,Haralur Road,1976.0,3.0,92.0,3
10833,5th Phase JP Nagar,1190.0,2.0,61.8,2
10834,other,1800.0,3.0,192.0,3
10835,Jakkur,1761.0,3.0,84.52,3
10836,Cooke Town,1700.0,3.0,120.0,3
10837,Ramamurthy Nagar,900.0,4.0,70.0,4
10838,Electronic City,1128.0,2.0,64.8,2
10839,other,2000.0,3.0,85.0,3
10840,Electronic City,1220.0,2.0,35.25,3
10841,other,509.0,1.0,20.0,1
10842,Ambedkar Nagar,1852.0,4.0,122.0,3
10843,Varthur,1045.0,2.0,40.65,2
10844,other,3535.0,4.0,215.0,4
10845,Marathahalli,1102.0,2.0,53.67,2
10846,other,1800.0,3.0,82.0,4
10847,Hebbal Kempapura,1436.0,2.0,75.0,3
10848,other,1397.0,2.0,52.0,3
10849,Kothanur,1140.0,2.0,56.0,2
10850,Balagere,645.0,1.0,55.0,1
10851,other,2350.0,5.0,325.0,5
10852,Nagarbhavi,1200.0,3.0,225.0,3
10853,other,2050.0,3.0,135.0,3
10854,Sarjapur  Road,1335.0,2.0,95.0,2
10855,other,2100.0,1.0,200.0,2
10856,Hebbal,1255.0,3.0,77.68,3
10857,Thanisandra,1140.0,2.0,59.0,2
10858,Hosakerehalli,2376.0,3.0,240.0,3
10859,Thanisandra,663.0,1.0,46.0,1
10860,other,1276.0,2.0,146.0,2
10861,Kanakpura Road,1450.0,3.0,60.9,3
10862,Kodichikkanahalli,1400.0,3.0,66.0,3
10863,other,1339.0,2.0,53.56,2
10864,Electronic City,1220.0,2.0,35.23,3
10865,Malleshwaram,2200.0,3.0,275.0,3
10866,other,1305.0,2.0,52.0,2
10867,Green Glen Layout,1740.0,3.0,80.0,3
10868,Anekal,680.0,1.0,21.0,2
10869,Bannerghatta Road,1154.0,2.0,47.0,2
10870,Munnekollal,1200.0,2.0,40.0,2
10871,Hennur,1155.0,2.0,54.5,2
10872,Sarjapur  Road,1525.0,2.0,63.0,3
10873,Giri Nagar,600.0,1.0,125.0,1
10874,Hebbal,2470.0,5.0,192.0,4
10875,Padmanabhanagar,1100.0,2.0,60.0,2
10876,Hormavu,1250.0,2.0,65.0,2
10877,Kothanur,1400.0,2.0,70.0,2
10878,other,1600.0,3.0,100.0,3
10879,Electronic City,1060.0,2.0,55.0,2
10880,Horamavu Banaswadi,1272.0,2.0,50.0,2
10881,Kanakpura Road,1296.0,2.0,105.0,2
10882,other,2100.0,3.0,280.0,4
10883,Karuna Nagar,1945.0,3.0,115.0,3
10884,Chandapura,1033.0,2.0,30.47,3
10885,other,2300.0,2.0,69.0,3
10886,Gunjur Palya,1235.0,2.0,52.76,2
10887,other,2100.0,3.0,270.0,3
10888,other,850.0,2.0,42.5,2
10889,Subramanyapura,1880.0,3.0,110.0,3
10890,1st Block Jayanagar,2450.0,4.0,368.0,4
10891,Kenchenahalli,1060.0,2.0,52.0,2
10892,Hennur Road,2041.0,3.0,138.0,3
10893,Hulimavu,1050.0,2.0,125.0,2
10894,Vasanthapura,1037.0,2.0,36.28,2
10895,other,1150.0,2.0,39.0,2
10896,LB Shastri Nagar,1184.0,2.0,62.0,2
10897,Sarjapur  Road,1680.0,3.0,126.0,3
10898,Thanisandra,1411.0,3.0,100.0,3
10899,Hosa Road,900.0,5.0,55.0,5
10900,Kanakpura Road,900.0,2.0,41.0,2
10901,other,3500.0,4.0,320.0,4
10902,Thanisandra,1702.0,3.0,120.0,3
10903,Yelahanka,1185.0,2.0,45.0,2
10904,Kanakpura Road,1300.0,3.0,64.0,3
10905,other,1545.0,3.0,65.0,3
10906,6th Phase JP Nagar,1515.0,2.0,135.0,3
10907,Jigani,1300.0,3.0,55.0,3
10908,JP Nagar,1107.0,2.0,57.0,2
10909,Old Madras Road,1720.0,3.0,106.0,3
10910,other,1540.0,3.0,150.0,3
10911,Bannerghatta Road,1000.0,2.0,44.5,2
10912,Electronic City,710.0,1.0,40.42,1
10913,Thanisandra,1100.0,2.0,38.0,2
10914,other,3200.0,4.0,270.0,4
10915,other,900.0,2.0,160.0,2
10916,Bannerghatta Road,1250.0,2.0,48.0,2
10917,Kaggadasapura,2400.0,4.0,130.0,5
10918,Hegde Nagar,1584.01,3.0,104.0,3
10919,other,875.0,4.0,150.0,4
10920,Kammasandra,1200.0,6.0,60.0,4
10921,Kaggadasapura,1485.0,2.0,70.0,3
10922,Hennur Road,1100.0,2.0,78.0,3
10923,8th Phase JP Nagar,1245.0,2.0,59.0,2
10924,Hennur Road,1880.0,4.0,154.0,4
10925,Frazer Town,2214.0,3.0,350.0,3
10926,other,1050.0,2.0,45.0,2
10927,Vishveshwarya Layout,600.0,4.0,95.0,4
10928,Bannerghatta Road,1640.0,3.0,105.0,3
10929,other,1165.0,2.0,65.0,2
10930,Kengeri Satellite Town,1110.0,2.0,43.0,2
10931,other,1200.0,5.0,200.0,7
10932,other,4000.0,4.0,630.0,4
10933,Uttarahalli,4500.0,4.0,150.0,4
10934,other,600.0,4.0,65.0,4
10935,Haralur Road,1300.0,2.0,75.0,2
10936,other,1200.0,1.0,42.0,2
10937,Yelahanka,1500.0,2.0,12.75,2
10938,Hennur Road,1232.0,2.0,69.61,2
10939,Jalahalli,1704.0,3.0,94.36,3
10940,7th Phase JP Nagar,1275.0,2.0,88.0,3
10941,Sarjapur  Road,1222.0,2.0,68.0,3
10942,Varthur,1155.0,2.0,39.0,2
10943,Electronic City,1000.0,2.0,29.95,2
10944,Horamavu Banaswadi,1200.0,2.0,45.0,2
10945,Yelahanka,1517.0,3.0,71.28,3
10946,Horamavu Agara,1166.0,2.0,37.29,2
10947,Electronic City,870.0,2.0,24.0,2
10948,5th Phase JP Nagar,4000.0,5.0,170.0,5
10949,Rajaji Nagar,1350.0,4.0,230.0,4
10950,Yelahanka,3019.0,6.0,190.0,4
10951,Whitefield,1345.0,3.0,58.0,3
10952,Dommasandra,900.0,3.0,75.0,3
10953,EPIP Zone,3800.0,5.0,170.0,4
10954,Chandapura,971.0,2.0,38.0,3
10955,Hennur,1255.0,2.0,52.32,2
10956,EPIP Zone,1810.0,2.0,65.0,2
10957,other,1300.0,2.0,58.0,2
10958,Thanisandra,1185.0,2.0,45.0,2
10959,Pattandur Agrahara,1350.0,2.0,68.0,2
10960,Budigere,1590.0,3.0,76.16,3
10961,Thyagaraja Nagar,3000.0,6.0,180.0,7
10962,Brookefield,1560.0,3.0,149.0,4
10963,Somasundara Palya,1650.0,3.0,126.0,3
10964,other,1645.0,3.0,87.0,3
10965,Hennur Road,1748.0,3.0,103.0,3
10966,Channasandra,1200.0,3.0,67.77,3
10967,Kengeri Satellite Town,1170.0,2.0,50.0,2
10968,Sarjapur  Road,3420.0,4.0,225.0,4
10969,Hulimavu,1320.0,2.0,65.0,3
10970,Bhoganhalli,1610.0,3.0,84.53,3
10971,Frazer Town,1870.0,3.0,180.0,3
10972,Sarjapur  Road,1510.0,2.0,110.0,3
10973,other,2700.0,7.0,110.0,6
10974,other,1305.0,2.0,45.68,3
10975,Mahadevpura,1500.0,2.0,70.0,3
10976,Indira Nagar,1149.0,2.0,130.0,2
10977,Thanisandra,1948.0,4.0,129.0,4
10978,Margondanahalli,1448.0,3.0,70.0,3
10979,Sarjapur  Road,1242.0,2.0,78.0,2
10980,Sonnenahalli,1268.0,2.0,58.0,2
10981,Ramamurthy Nagar,1101.0,2.0,50.0,2
10982,other,1255.0,2.0,65.0,2
10983,Gunjur,1362.0,3.0,62.63,3
10984,Sarjapur  Road,984.0,3.0,140.0,3
10985,Hosa Road,1089.0,2.0,32.67,2
10986,other,800.0,1.0,95.0,2
10987,Uttarahalli,1345.0,2.0,57.0,3
10988,Thanisandra,3600.0,9.0,125.0,8
10989,other,1650.0,2.0,140.0,4
10990,Kaggalipura,950.0,2.0,45.0,2
10991,HBR Layout,1068.0,2.0,43.0,2
10992,Yelahanka New Town,860.0,1.0,31.0,2
10993,Kengeri,3000.0,5.0,130.0,8
10994,Yelahanka,1756.0,3.0,66.73,3
10995,Whitefield,1205.0,2.0,41.0,2
10996,Hoodi,1120.0,8.0,155.0,8
10997,Banashankari,1800.0,3.0,125.0,3
10998,other,8321.0,5.0,2912.0,4
10999,Hormavu,1604.0,3.0,68.0,3
11000,Old Airport Road,2732.0,4.0,204.0,4
11001,Chandapura,1015.0,2.0,25.88,2
11002,Banashankari,1200.0,2.0,42.0,3
11003,Ananth Nagar,1010.0,2.0,38.0,2
11004,Nagarbhavi,1250.0,3.0,170.0,2
11005,Doddakallasandra,1010.0,2.0,41.0,2
11006,Yelahanka,1050.0,2.0,33.1,2
11007,Harlur,1710.0,3.0,85.0,3
11008,Mysore Road,1248.52,3.0,115.0,3
11009,Attibele,410.0,1.0,10.0,1
11010,Bannerghatta Road,1656.0,2.0,62.93,3
11011,Naganathapura,1451.0,3.0,68.0,3
11012,Giri Nagar,1200.0,3.0,175.0,6
11013,JP Nagar,1250.0,2.0,93.0,2
11014,other,4395.0,3.0,240.0,3
11015,Hebbal,4600.0,6.0,650.0,4
11016,Sonnenahalli,1340.0,2.0,42.0,3
11017,other,1100.0,2.0,38.5,2
11018,Whitefield,6000.0,6.0,700.0,4
11019,Devarachikkanahalli,1700.0,3.0,71.0,3
11020,Yelahanka,1200.0,5.0,150.0,6
11021,KR Puram,1096.0,2.0,43.0,2
11022,Electronic City Phase II,1160.0,2.0,33.5,2
11023,other,1936.0,3.0,139.0,3
11024,Nehru Nagar,1269.0,2.0,63.0,3
11025,other,3500.0,3.0,630.0,3
11026,Panathur,1586.0,3.0,125.0,3
11027,Rajaji Nagar,1376.0,2.0,124.0,2
11028,Kanakpura Road,1452.0,3.0,56.5,3
11029,Hosa Road,1538.0,3.0,107.0,3
11030,Hosur Road,1427.0,2.0,130.0,3
11031,other,935.0,2.0,40.0,2
11032,other,1220.0,2.0,65.0,2
11033,Harlur,1197.0,2.0,77.0,2
11034,Varthur,674.0,1.0,19.9,2
11035,Kengeri,410.0,1.0,15.0,1
11036,Thanisandra,1573.0,3.0,90.0,3
11037,Dodda Nekkundi,1135.0,2.0,58.0,2
11038,other,1400.0,2.0,40.43,3
11039,other,1200.0,1.0,65.0,1
11040,other,1800.0,3.0,95.0,3
11041,other,2045.0,3.0,108.0,3
11042,Sonnenahalli,1268.0,2.0,56.0,2
11043,Kambipura,883.0,2.0,39.0,2
11044,Yelahanka,1600.0,3.0,100.0,3
11045,Thanisandra,1056.0,2.0,70.0,2
11046,Whitefield,4500.0,4.0,330.0,4
11047,KR Puram,1204.0,2.0,58.0,2
11048,other,1410.0,2.0,54.0,3
11049,Hennur Road,1460.0,2.0,80.3,2
11050,Dodda Nekkundi,1100.0,2.0,41.18,2
11051,other,1310.0,2.0,88.0,2
11052,Sector 2 HSR Layout,1600.0,3.0,90.0,3
11053,other,1250.0,2.0,55.0,2
11054,Sarjapur  Road,1665.0,3.0,74.93,3
11055,Uttarahalli,1345.0,2.0,57.0,3
11056,other,2000.0,5.0,240.0,5
11057,Singasandra,1416.0,2.0,67.0,2
11058,HSR Layout,1145.0,2.0,46.0,2
11059,Jigani,1231.0,3.0,58.0,3
11060,Yelahanka,1664.0,3.0,73.95,3
11061,TC Palaya,2000.0,3.0,76.0,3
11062,Rajiv Nagar,972.0,2.0,43.0,2
11063,other,4500.0,4.0,345.0,4
11064,Bellandur,1185.0,2.0,47.39,2
11065,Green Glen Layout,1750.0,3.0,81.0,3
11066,other,3155.0,4.0,316.0,3
11067,Balagere,1007.0,2.0,68.0,2
11068,Rajaji Nagar,1700.0,3.0,200.0,3
11069,Whitefield,1250.0,2.0,85.0,2
11070,other,1200.0,2.0,54.0,2
11071,Horamavu Agara,994.0,2.0,42.28,2
11072,Ramamurthy Nagar,1150.0,2.0,40.0,2
11073,Thanisandra,1220.0,2.0,46.0,2
11074,other,1441.0,2.0,115.0,2
11075,Old Madras Road,1157.0,2.0,47.32,2
11076,other,1300.0,6.0,150.0,6
11077,Thigalarapalya,1400.0,2.0,105.0,2
11078,Tindlu,1370.07,3.0,65.0,3
11079,Magadi Road,1200.0,4.0,130.0,5
11080,Judicial Layout,900.0,2.0,40.0,2
11081,other,418.0,1.0,17.0,1
11082,other,1200.0,3.0,80.0,3
11083,ISRO Layout,1200.0,2.0,43.0,2
11084,Talaghattapura,1062.0,2.0,42.48,2
11085,Kanakpura Road,1120.0,2.0,51.0,2
11086,Bannerghatta Road,1012.0,2.0,44.0,2
11087,other,1500.0,2.0,200.0,3
11088,ISRO Layout,950.0,4.0,180.0,4
11089,other,675.0,2.0,13.5,2
11090,Kanakpura Road,1430.0,2.0,78.0,2
11091,Channasandra,1195.0,2.0,56.0,3
11092,Old Madras Road,2640.0,5.0,150.0,3
11093,Bisuvanahalli,1075.0,2.0,42.0,3
11094,Hennur Road,1570.0,3.0,75.99,3
11095,Kammanahalli,782.0,4.0,85.0,6
11096,Sonnenahalli,1011.0,2.0,59.0,2
11097,7th Phase JP Nagar,1450.0,2.0,102.0,3
11098,Sarjapur  Road,1129.0,2.0,69.0,2
11099,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
11100,Attibele,1200.0,3.0,110.0,3
11101,Sarjapur  Road,1180.0,2.0,45.0,3
11102,other,600.0,4.0,125.0,3
11103,Bannerghatta,940.0,4.0,45.0,4
11104,Hennur Road,1933.0,3.0,140.0,3
11105,TC Palaya,1082.0,2.0,64.0,2
11106,LB Shastri Nagar,2400.0,8.0,250.0,8
11107,other,610.0,1.0,28.0,1
11108,Raja Rajeshwari Nagar,1560.0,4.0,160.0,4
11109,Kathriguppe,1300.0,3.0,77.99,3
11110,Kudlu Gate,3850.0,6.0,205.0,4
11111,CV Raman Nagar,1125.0,2.0,46.0,2
11112,other,2400.0,7.0,107.0,6
11113,Kengeri Satellite Town,777.4,2.0,25.0,2
11114,Battarahalli,2500.0,3.0,65.0,4
11115,Old Airport Road,1798.0,3.0,150.0,3
11116,other,1864.0,3.0,120.0,3
11117,Whitefield,1115.0,2.0,51.91,2
11118,Kengeri,400.0,1.0,25.0,1
11119,Rajaji Nagar,1200.0,2.0,70.0,2
11120,Ananth Nagar,992.0,2.0,24.8,2
11121,other,950.0,2.0,57.0,2
11122,R.T. Nagar,1500.0,4.0,185.0,4
11123,Bellandur,1200.0,2.0,62.0,2
11124,GM Palaya,1735.0,3.0,70.0,3
11125,BTM 2nd Stage,1750.0,3.0,172.0,3
11126,HSR Layout,1009.0,2.0,56.0,2
11127,Jalahalli,1470.0,2.0,102.0,3
11128,Bannerghatta Road,1527.0,3.0,115.0,3
11129,other,985.0,2.0,45.0,2
11130,Chandapura,3300.0,4.0,135.0,4
11131,Whitefield,1277.0,2.0,77.0,2
11132,other,1100.0,2.0,62.0,2
11133,Whitefield,1820.0,3.0,140.0,3
11134,other,1530.0,3.0,87.0,4
11135,Banashankari,1886.0,3.0,205.0,3
11136,other,1200.0,2.0,190.0,3
11137,Jakkur,1880.0,4.0,110.0,3
11138,Hennur,1255.0,2.0,52.35,2
11139,Kanakpura Road,700.0,2.0,36.0,2
11140,Somasundara Palya,1140.0,2.0,46.0,2
11141,Electronic City Phase II,1025.0,2.0,29.6,2
11142,Whitefield,3453.0,4.0,247.0,4
11143,Uttarahalli,1490.0,2.0,59.6,3
11144,other,1200.0,4.0,165.0,4
11145,Sarjapur  Road,1850.0,3.0,140.0,3
11146,Kaikondrahalli,1250.0,2.0,78.0,2
11147,other,2400.0,3.0,108.0,4
11148,Kodihalli,3522.0,5.0,716.0,4
11149,Jalahalli,1244.0,2.0,88.0,2
11150,Kumaraswami Layout,623.0,4.0,75.0,4
11151,Kengeri Satellite Town,1025.0,2.0,28.57,2
11152,Sarjapur  Road,1034.0,2.0,38.0,2
11153,Kengeri Satellite Town,1191.0,2.0,33.34,3
11154,Kasavanhalli,1719.0,3.0,71.0,3
11155,7th Phase JP Nagar,1035.0,2.0,39.33,2
11156,2nd Stage Nagarbhavi,1500.0,3.0,230.0,4
11157,Hosa Road,1470.0,2.0,84.22,3
11158,Yelahanka,1140.0,2.0,50.66,2
11159,Harlur,1752.12,3.0,125.0,3
11160,BTM 1st Stage,600.0,6.0,80.0,6
11161,2nd Stage Nagarbhavi,600.0,3.0,84.0,4
11162,Old Madras Road,2990.0,3.0,170.0,3
11163,Bannerghatta Road,1660.0,3.0,85.0,3
11164,Electronic City,1275.0,3.0,63.43,3
11165,Bommasandra Industrial Area,1365.0,3.0,52.81,3
11166,other,1200.0,2.0,90.0,3
11167,Kanakpura Road,2546.0,3.0,170.0,3
11168,Banashankari Stage VI,1392.0,3.0,69.46,3
11169,Whitefield,1245.0,2.0,59.76,2
11170,Rayasandra,1200.0,3.0,65.0,5
11171,Yeshwanthpur,1162.0,2.0,64.08,2
11172,Singasandra,1476.0,2.0,73.0,3
11173,KR Puram,700.0,1.0,21.5,1
11174,other,3600.0,6.0,170.0,6
11175,Jigani,943.0,2.0,48.0,2
11176,Pai Layout,1150.0,2.0,170.0,2
11177,Sarjapur  Road,1113.0,2.0,44.5,2
11178,Varthur,1615.0,3.0,69.43,3
11179,other,1279.0,2.0,100.0,2
11180,other,1256.0,2.0,60.0,2
11181,Benson Town,1805.0,3.0,280.0,3
11182,Sompura,1350.0,3.0,65.0,3
11183,other,1525.0,3.0,68.63,3
